customer_id,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,default_flag
CUST0394,671949.44,695549.23,Other,645.18,0.0,44,59.64,0
CUST0395,937957.18,748838.87,Home,698.82,1.0,44,14.48,1
CUST0396,584243.1,495611.74,Car,642.47,0.0,45,11.86,0
CUST0397,2088260.47,1762994.73,Education,547.36,0.0,39,38.17,0
CUST0398,664400.84,757539.33,Car,688.59,1.0,51,61.77,0
CUST0399,150000.0,125708.68,Home,596.76,3.0,60,43.13,0
CUST0400,680809.76,559474.04,Car,717.28,2.0,38,65.34,1
CUST0401,1300855.7,243164.93,Home,701.36,1.0,48,24.68,0
CUST0402,,58675.1,Education,650.75,0.0,33,69.97,0
CUST0403,377759.22,139853.67,Business,808.66,1.0,41,101.6,1
CUST0404,409426.76,510954.15,Business,609.45,0.0,43,31.77,1
CUST0405,359570.45,245879.15,Business,649.42,2.0,42,66.17,0
CUST0406,499347.09,494463.8,Car,617.16,2.0,41,45.52,1
CUST0407,1071790.44,726609.01,Car,822.69,2.0,40,56.13,0
CUST0408,1504860.32,1385755.85,Home,777.9,2.0,51,101.5,0
CUST0409,171337.4,199119.2,Car,597.56,1.0,53,53.0,0
CUST0410,527855.36,417615.46,Home,636.34,2.0,53,65.95,0
CUST0411,767743.94,443204.6,Business,638.54,0.0,44,23.93,0
CUST0412,726650.39,355042.84,Other,654.2,0.0,40,64.94,0
CUST0413,1848147.71,1800000.0,Education,622.22,1.0,39,100.65,0
CUST0414,215097.35,99986.27,Business,650.63,1.0,48,28.36,1
CUST0415,156489.23,178248.0,Home,755.32,1.0,50,38.29,0
CUST0416,2020679.76,839267.79,Education,816.55,2.0,44,63.42,0
CUST0417,983739.27,857734.86,Business,589.61,2.0,46,56.29,1
CUST0418,474716.6,352750.55,Car,622.33,0.0,38,22.8,0
CUST0419,714334.75,704902.86,Home,703.88,0.0,41,48.87,0
CUST0420,743034.19,298768.28,Business,587.28,2.0,34,38.1,0
CUST0421,468453.07,555956.93,Business,705.56,1.0,44,27.73,1
CUST0422,702714.34,625553.21,Business,725.11,2.0,49,88.68,0
CUST0423,790068.55,264316.15,Business,735.54,2.0,31,45.12,0
CUST0424,1969458.69,1593648.63,Other,723.29,0.0,40,73.57,0
CUST0425,1104193.56,602650.33,Home,655.21,1.0,30,25.03,0
CUST0426,1691887.57,821603.76,Home,678.19,0.0,53,60.41,0
CUST0427,310445.4,208111.07,Car,613.33,3.0,49,76.52,1
CUST0428,537008.47,630568.9,Home,720.18,2.0,37,39.87,0
CUST0429,742637.62,627830.83,Education,794.22,0.0,50,35.1,1
CUST0430,225962.02,196267.79,Education,720.04,0.0,44,23.44,1
CUST0431,1245129.72,670719.45,Education,644.82,1.0,45,29.16,1
CUST0432,925364.52,464130.04,Home,754.66,0.0,34,35.89,0
CUST0433,531145.07,598955.07,Other,843.77,1.0,42,27.62,0
CUST0434,587654.08,395618.64,Home,705.8,0.0,34,30.65,1
CUST0435,1295431.54,1426873.61,Car,726.04,2.0,44,48.7,1
CUST0436,419675.37,174450.18,Business,734.05,3.0,28,51.71,1
CUST0437,1324478.8,371486.23,Business,585.71,0.0,46,77.64,0
CUST0438,565862.47,567123.07,Car,663.28,1.0,45,30.75,0
CUST0439,985126.63,780186.05,Home,656.6,2.0,57,45.52,0
CUST0440,681770.22,336305.04,Education,744.27,0.0,51,36.52,0
CUST0441,2219925.64,936861.41,Home,736.69,3.0,46,35.25,0
CUST0442,398978.11,345460.7,Home,682.15,0.0,35,38.42,0
CUST0443,474217.9,254768.34,Education,652.7,2.0,29,40.8,1
CUST0444,283894.69,298642.05,Car,580.37,1.0,54,51.0,1
CUST0445,355582.01,212321.47,Car,689.0,1.0,30,38.15,0
CUST0446,962171.61,494344.98,Car,627.95,1.0,51,83.12,0
CUST0447,1567225.86,1800000.0,Other,619.9,1.0,40,19.19,1
CUST0448,1024066.6,439234.51,Other,750.21,0.0,34,76.22,1
CUST0449,648075.39,392558.67,Car,743.42,1.0,49,37.43,0
CUST0450,397615.07,304333.12,Home,658.24,2.0,50,40.95,1
CUST0451,1065396.84,463473.19,Car,588.01,4.0,35,44.78,1
CUST0452,385769.99,180639.97,Home,636.32,3.0,44,64.04,0
CUST0453,309528.11,277161.05,Education,754.56,0.0,49,28.98,0
CUST0454,548569.64,381920.78,Education,720.4,2.0,36,32.4,0
CUST0455,212364.69,138221.32,Car,659.33,1.0,48,57.8,0
CUST0456,304055.63,131513.73,Car,693.82,0.0,51,19.25,0
CUST0457,1834022.73,1360447.27,Home,555.14,2.0,38,44.24,1
CUST0458,274575.9,141506.75,Car,550.22,2.0,44,30.2,0
CUST0459,338150.4,239645.82,Car,818.51,1.0,48,27.18,0
CUST0460,676194.3,191207.84,Education,722.92,0.0,45,19.83,0
CUST0461,695839.82,663277.42,Education,690.11,0.0,42,66.21,0
CUST0462,571308.3,745095.13,Education,664.2,3.0,52,48.72,1
CUST0463,215965.1,165250.23,Car,575.48,1.0,46,32.15,0
CUST0464,1036537.9,1031762.78,Education,754.56,1.0,42,41.45,1
CUST0465,509430.27,352734.41,Car,616.1,1.0,39,26.06,1
CUST0466,1271839.56,1241850.24,Home,735.77,0.0,48,34.42,0
CUST0467,455922.42,647858.24,Education,698.58,1.0,47,40.75,0
CUST0468,1115819.34,420503.41,Home,686.61,2.0,44,46.46,0
CUST0469,1325862.22,699632.21,Education,605.35,2.0,36,54.75,1
CUST0470,502780.71,391696.77,Business,606.21,1.0,35,18.24,0
CUST0471,1054919.74,555041.29,Other,715.35,0.0,44,54.83,0
CUST0472,313021.79,51397.9,Other,695.15,0.0,35,18.99,0
CUST0473,751447.68,826173.1,Home,693.07,1.0,47,55.84,1
CUST0474,1273084.03,334092.21,Other,708.59,0.0,38,40.45,0
CUST0475,864493.19,539102.97,Business,564.11,1.0,41,77.66,0
CUST0476,2441567.48,1800000.0,Education,755.98,1.0,35,32.12,1
CUST0477,891467.75,389116.67,Home,666.87,0.0,49,66.49,0
CUST0478,531696.68,529491.5,Business,766.03,1.0,41,25.1,0
CUST0479,3000000.0,1800000.0,Home,559.46,1.0,38,47.45,0
CUST0480,1596402.47,1135231.08,Business,726.99,5.0,33,16.24,1
CUST0481,269178.09,47343.3,Home,726.37,2.0,47,69.98,1
CUST0482,422285.82,264887.12,Education,593.4,2.0,40,106.71,1
CUST0483,367228.92,395811.19,Car,648.45,0.0,39,31.74,0
CUST0484,927106.69,302953.44,Home,621.13,0.0,40,47.85,1
CUST0485,889900.17,778314.6,Home,746.11,0.0,48,56.18,0
CUST0486,886136.43,1054688.54,Car,710.08,0.0,38,20.73,1
CUST0487,265210.05,251658.77,Home,793.93,1.0,50,30.94,0
CUST0488,457612.16,441887.84,Car,703.19,1.0,48,30.0,0
CUST0489,598762.77,153619.08,Education,737.6,0.0,67,149.93,0
CUST0490,238630.44,395710.71,Business,766.18,2.0,40,75.91,0
CUST0491,402408.24,55419.55,Education,726.04,1.0,50,40.37,0
CUST0492,1370609.63,1151949.15,Home,665.03,0.0,41,66.43,1
CUST0493,276505.46,184353.73,Car,652.93,1.0,50,50.01,0
CUST0494,1447170.62,1347198.8,Car,684.82,2.0,24,60.53,1
CUST0495,1184533.57,872857.73,Other,741.78,0.0,40,26.57,1
CUST0496,553945.82,85563.74,Business,640.2,1.0,43,89.42,1
CUST0497,454906.64,354434.44,Car,732.39,0.0,44,30.65,0
CUST0498,1027082.52,674042.07,Home,710.97,1.0,46,31.46,0
CUST0499,421455.95,188685.42,Business,608.54,0.0,55,60.45,1
CUST0500,433145.41,521073.91,Business,729.23,2.0,43,53.49,0
CUST0501,641522.81,514675.54,Business,699.22,,36,45.52,0
CUST0502,201410.25,54184.66,Business,654.22,1.0,41,68.47,1
CUST0503,292798.83,88750.64,Car,698.28,3.0,51,25.18,1
CUST0504,546404.03,505229.73,Home,656.74,4.0,44,113.16,1
CUST0505,844382.15,371808.49,Car,706.1,1.0,38,35.03,0
CUST0506,418261.44,280291.49,Car,679.08,2.0,46,43.05,0
CUST0507,583057.96,271117.32,Car,590.55,0.0,49,114.04,0
CUST0508,267620.43,205692.66,Education,681.03,0.0,42,31.56,1
CUST0509,1085546.13,1290985.51,Home,661.23,3.0,40,75.05,1
CUST0510,733639.41,269383.41,Car,731.31,2.0,47,40.43,1
CUST0511,770217.24,697930.04,Car,747.18,2.0,43,29.54,1
CUST0512,850232.81,823154.52,Home,656.91,0.0,40,37.14,1
CUST0513,678539.36,572259.0,Car,638.69,3.0,54,59.73,1
CUST0514,498148.06,224427.59,Business,580.79,2.0,39,74.72,1
CUST0515,1209887.14,983295.41,Business,637.09,2.0,32,50.37,0
CUST0516,708575.77,645228.31,Car,668.99,3.0,42,20.24,1
CUST0517,593375.06,99885.81,Car,602.95,3.0,38,61.83,1
CUST0518,646913.31,363832.07,Home,748.05,0.0,47,41.91,0
CUST0519,639375.28,339992.77,Education,707.04,4.0,48,25.93,1
CUST0520,590105.47,198074.22,Car,682.17,1.0,44,53.51,0
CUST0521,830751.62,553189.02,Car,688.92,2.0,44,79.33,1
CUST0522,388482.93,462041.45,Business,709.89,2.0,30,45.15,1
CUST0523,404413.27,30000.0,Car,731.15,0.0,44,71.4,0
CUST0524,884097.54,488244.73,Home,742.59,1.0,50,56.7,1
CUST0525,600096.65,570527.48,Home,669.91,0.0,49,57.07,0
CUST0526,1109027.26,678484.01,Car,680.77,0.0,41,38.63,0
CUST0527,813914.9,964191.94,Car,701.24,1.0,36,67.76,1
CUST0528,479635.77,138820.58,Business,678.12,0.0,44,71.08,0
CUST0529,891829.85,1030565.12,Education,746.7,0.0,55,66.89,1
CUST0530,1255673.54,821950.69,Business,769.78,1.0,31,38.47,1
CUST0531,831150.69,608601.98,Car,712.36,0.0,42,73.64,1
CUST0532,937338.13,985499.68,Car,630.97,2.0,40,54.59,0
CUST0533,591403.42,296070.12,Car,723.05,1.0,50,27.67,0
CUST0534,1122309.95,245230.35,Car,714.94,0.0,35,37.19,0
CUST0535,472289.73,350844.34,Education,625.52,3.0,40,34.52,1
CUST0536,783030.01,587921.15,Home,714.87,2.0,33,16.66,1
CUST0537,2670980.06,1800000.0,Business,654.63,1.0,43,74.32,0
CUST0538,874241.75,1041212.05,Car,738.5,2.0,44,212.14,0
CUST0539,515728.87,335228.88,Home,722.52,2.0,32,82.34,0
CUST0540,514997.29,355722.96,Home,704.49,3.0,51,48.82,0
CUST0541,624989.24,308147.99,Home,692.51,1.0,32,34.77,0
CUST0542,1038110.53,548733.4,Car,551.33,1.0,37,28.34,1
CUST0543,704261.68,644964.63,Home,611.07,1.0,56,48.52,1
CUST0544,454993.01,486995.95,Home,681.5,0.0,47,73.03,0
CUST0545,454550.5,283161.28,Education,788.76,1.0,34,32.12,0
CUST0546,706695.23,181964.62,Education,726.7,3.0,38,162.19,0
CUST0547,665334.29,285692.91,Home,807.91,0.0,38,22.53,0
CUST0548,834814.26,427901.0,Car,695.39,0.0,51,50.35,0
CUST0549,1076630.79,1009884.35,Business,687.99,2.0,35,46.61,0
CUST0550,2913237.25,707402.25,Other,782.63,3.0,37,45.15,0
CUST0551,290863.45,358332.39,Education,679.65,1.0,46,33.86,0
CUST0552,948371.72,841326.68,Home,625.88,1.0,41,46.89,1
CUST0553,686112.5,644022.99,Business,710.59,0.0,56,35.94,0
CUST0554,235675.4,268555.72,Education,762.96,1.0,41,85.68,0
CUST0555,1292345.76,1187869.23,Home,636.31,2.0,42,101.2,0
CUST0556,819437.1,706817.32,Business,,1.0,34,37.05,0
CUST0557,1009152.17,1012253.71,Car,683.94,1.0,43,19.77,1
CUST0558,255262.38,212823.84,Other,719.34,1.0,50,52.75,0
CUST0559,575790.02,488226.34,Business,710.38,2.0,57,51.8,1
CUST0560,359032.91,267236.42,Education,663.07,0.0,36,47.43,0
CUST0561,2135973.69,633447.55,Business,683.1,1.0,39,58.74,1
CUST0562,1219840.09,766686.05,Car,667.04,2.0,47,89.79,0
CUST0563,446947.03,496354.9,Car,697.72,0.0,42,68.25,0
CUST0564,279170.01,45902.4,Business,635.0,2.0,62,58.7,1
CUST0565,723212.18,363788.04,Business,650.54,1.0,41,65.6,1
CUST0566,1185363.15,508559.58,Business,663.09,0.0,55,51.03,0
CUST0567,250308.18,264516.43,Business,715.46,1.0,36,28.05,0
CUST0568,389356.86,94457.73,Other,597.99,1.0,41,92.93,1
CUST0569,353859.79,292561.29,Business,683.04,2.0,49,47.37,1
CUST0570,1047113.65,356565.06,Car,643.97,1.0,47,28.04,0
CUST0571,530365.49,141515.34,Home,663.26,1.0,44,25.6,0
CUST0572,542727.46,605061.27,Business,647.09,1.0,42,28.44,1
CUST0573,715536.38,314120.47,Car,702.65,0.0,50,24.3,0
CUST0574,400982.55,394878.52,Car,679.79,0.0,30,62.87,0
CUST0575,293813.34,35296.01,Home,736.25,1.0,54,41.23,1
CUST0576,1380635.53,655321.88,Business,716.11,1.0,50,66.33,0
CUST0577,1452932.93,453941.14,Business,590.09,2.0,44,80.75,1
CUST0578,717478.31,299610.97,Education,627.6,1.0,46,70.96,1
CUST0579,746695.81,851402.64,Car,678.75,0.0,37,61.79,1
CUST0580,1300533.77,1458987.75,Education,687.21,2.0,47,51.96,1
CUST0581,708487.08,150560.62,Education,633.33,3.0,42,40.91,0
CUST0582,516192.37,351876.46,Car,774.76,1.0,35,42.3,0
CUST0583,664216.99,408883.89,Car,746.2,2.0,48,60.27,1
CUST0584,1398583.35,608548.28,Car,583.09,0.0,37,27.83,1
CUST0585,669344.77,252999.26,Education,712.45,3.0,42,43.8,0
CUST0586,449804.02,638505.08,Education,687.02,0.0,42,31.04,1
CUST0587,704736.16,780861.81,Car,770.85,0.0,47,80.9,1
CUST0588,932524.19,1009279.39,Other,587.96,1.0,40,64.4,1
CUST0589,872979.25,924497.68,Home,823.89,1.0,44,131.03,0
CUST0590,880971.73,732734.46,Car,635.21,3.0,46,30.81,1
CUST0591,412526.17,255604.73,Car,714.6,1.0,42,32.51,0
CUST0592,992800.09,440986.56,Home,650.59,0.0,46,46.31,1
CUST0593,660256.65,180964.05,Car,665.55,1.0,56,31.31,0
CUST0594,439433.86,397517.31,Home,580.19,0.0,54,58.88,0
CUST0595,988467.54,978827.63,Car,767.8,1.0,38,43.87,0
CUST0596,506472.99,400868.85,Car,672.47,1.0,44,35.25,0
CUST0597,273447.27,380939.64,Business,676.89,1.0,37,77.51,1
CUST0598,374893.15,484653.55,Car,840.31,3.0,46,17.85,1
CUST0599,588202.95,742823.65,Home,752.36,2.0,55,59.01,1
CUST0600,893403.76,256882.33,Business,646.56,2.0,33,34.16,0
CUST0601,404128.9,376037.32,Home,650.33,1.0,46,67.7,0
CUST0602,569414.14,536744.18,Business,706.89,0.0,49,76.31,0
CUST0603,332898.75,101648.64,Other,740.1,3.0,37,14.42,0
CUST0604,1115536.2,1400346.62,Car,803.91,3.0,41,40.48,1
CUST0605,1671546.42,1800000.0,Other,585.47,1.0,46,46.33,1
CUST0606,1575105.84,498688.21,Business,737.26,0.0,45,13.84,0
CUST0607,1105122.11,167271.99,Other,747.7,2.0,49,50.43,1
CUST0608,1044561.9,917545.24,Education,638.68,2.0,51,34.56,1
CUST0609,207979.31,193695.97,Home,666.58,1.0,49,24.63,0
CUST0610,716528.23,735718.08,Business,584.03,5.0,40,32.51,1
CUST0611,494784.06,214962.72,Home,657.44,0.0,46,29.81,0
CUST0612,1054929.12,63517.07,Home,705.09,3.0,43,33.83,0
CUST0613,160982.16,30000.0,Home,793.62,3.0,47,49.36,1
CUST0614,722779.79,160853.32,Car,799.61,2.0,48,73.5,0
CUST0615,577684.74,186842.54,Car,623.1,2.0,41,43.28,1
CUST0616,1202440.87,1368524.31,Business,784.76,1.0,56,78.1,1
CUST0617,1522890.18,693998.08,Other,563.29,0.0,44,26.67,1
CUST0618,389984.52,299017.36,Home,651.98,1.0,40,48.57,1
CUST0619,399786.89,30000.0,Other,670.38,2.0,41,129.02,0
CUST0620,737853.65,363257.71,Other,706.37,2.0,45,20.32,0
CUST0621,1686721.26,1600815.68,Home,696.92,1.0,42,19.93,1
CUST0622,671861.31,480855.55,Car,713.77,1.0,47,85.34,1
CUST0623,321640.22,235870.06,Business,678.11,0.0,53,50.25,0
CUST0624,465794.58,298321.51,Education,752.37,2.0,58,33.31,0
CUST0625,726644.71,331625.55,Business,734.97,3.0,49,25.58,1
CUST0626,741802.99,522951.58,Business,671.18,4.0,37,44.2,1
CUST0627,441299.67,214590.22,Car,744.76,0.0,47,48.11,0
CUST0628,460718.62,368712.73,Home,824.45,1.0,47,48.23,0
CUST0629,378838.49,194541.42,Education,646.24,0.0,39,25.46,0
CUST0630,1217575.07,902762.02,Home,798.9,2.0,48,38.02,1
CUST0631,410693.02,58804.7,Education,652.07,1.0,47,33.87,0
CUST0632,503375.07,413071.37,Business,781.67,1.0,49,62.17,1
CUST0633,495557.43,519231.46,Education,654.51,0.0,37,26.22,1
CUST0634,268726.97,96710.0,Other,739.77,3.0,44,46.74,0
CUST0635,404274.44,394274.31,Car,701.68,3.0,53,167.97,0
CUST0636,1277228.84,1595890.89,Business,573.96,4.0,41,25.34,0
CUST0637,334241.59,427877.62,Education,814.51,1.0,41,30.97,0
CUST0638,382591.98,241991.41,Other,631.8,2.0,39,42.94,0
CUST0639,312333.71,115058.55,Business,607.48,0.0,41,10.33,1
CUST0640,618400.31,521842.42,Home,648.44,2.0,37,22.05,1
CUST0641,1833504.72,1658120.93,Other,850.0,1.0,45,52.56,0
CUST0642,604251.52,422189.83,Education,608.51,1.0,42,41.22,0
CUST0643,674311.07,337571.49,Home,701.59,0.0,46,76.25,0
CUST0644,419673.23,588513.17,Education,616.99,3.0,38,39.95,1
CUST0645,628340.64,244915.52,Business,628.14,0.0,45,38.23,1
CUST0646,1277870.16,747886.87,Education,586.04,1.0,47,31.67,1
CUST0647,703151.61,49963.47,Car,710.49,0.0,43,37.91,0
CUST0648,2099481.96,1800000.0,Business,679.52,2.0,45,24.55,1
CUST0649,1299436.78,331200.62,Business,616.46,1.0,39,41.8,0
CUST0650,619862.93,621115.71,Education,746.76,0.0,37,27.69,0
CUST0651,613260.03,129722.04,Home,753.62,0.0,29,24.56,0
CUST0652,1593965.3,1280625.36,Home,716.47,0.0,43,32.69,1
CUST0653,700995.47,794816.36,Business,766.09,2.0,41,56.39,1
CUST0654,1410753.48,786455.93,Business,667.31,0.0,44,48.32,0
CUST0655,1955832.87,1187459.23,Home,710.95,0.0,49,62.83,0
CUST0656,580942.46,354826.56,Car,667.57,1.0,44,28.36,0
CUST0657,788827.62,402263.66,Home,592.02,1.0,37,44.7,0
CUST0658,1114292.18,1047961.78,Business,704.25,0.0,38,105.38,0
CUST0659,991379.48,418404.37,Home,700.31,0.0,57,90.51,1
CUST0660,987564.95,943826.2,Home,688.04,3.0,46,23.79,1
CUST0661,312174.32,137638.99,Home,714.3,0.0,52,27.18,0
CUST0662,407623.18,58696.0,Education,781.77,2.0,41,105.15,0
CUST0663,495008.78,336878.62,Car,676.71,1.0,47,56.4,1
CUST0664,1267629.38,1093761.08,Car,627.78,0.0,43,40.91,1
CUST0665,329480.17,170918.45,Other,673.9,2.0,46,38.69,0
CUST0666,1502291.75,1267048.89,Home,681.11,0.0,47,50.42,0
CUST0667,998127.6,427522.82,Car,753.93,2.0,37,50.74,1
CUST0668,1226351.75,150578.67,Other,696.93,3.0,36,34.47,0
CUST0669,389837.18,413824.52,Car,615.37,1.0,37,41.47,1
CUST0670,676368.92,839132.24,Education,742.35,2.0,46,33.87,0
CUST0671,766159.9,54532.34,Home,731.93,1.0,30,48.96,1
CUST0672,747851.34,536125.65,Business,696.96,1.0,51,31.12,0
CUST0673,764776.73,404808.87,Car,751.64,2.0,41,23.87,0
CUST0674,558292.38,639548.53,Business,762.51,0.0,27,94.1,1
CUST0675,700179.17,996779.27,Home,665.47,2.0,46,43.46,1
CUST0676,1147605.11,1214883.82,Car,631.49,2.0,47,105.13,1
CUST0677,342198.37,216330.09,Business,689.23,0.0,40,17.12,0
CUST0678,1522105.62,634131.55,Other,724.88,3.0,47,21.8,0
CUST0679,1115454.01,1063984.5,Home,683.15,1.0,53,56.83,1
CUST0680,382263.94,321976.64,Business,625.75,1.0,35,43.48,1
CUST0681,802781.19,191268.73,Car,700.57,1.0,45,25.22,0
CUST0682,1067203.22,599182.49,Education,557.82,0.0,41,79.43,1
CUST0683,329494.95,317038.36,Car,668.91,0.0,48,29.13,0
CUST0684,665181.88,694690.62,Education,745.33,0.0,43,81.94,1
CUST0685,622528.21,143469.67,Car,748.85,1.0,58,43.44,0
CUST0686,455731.16,421484.25,Car,445.61,2.0,41,26.36,1
CUST0687,683870.53,684612.6,Home,677.48,1.0,45,32.21,0
CUST0688,467226.78,289663.37,Home,728.95,0.0,46,89.37,1
CUST0689,1384149.64,865303.35,Other,613.55,2.0,45,38.78,1
CUST0690,460502.36,374807.88,Other,665.82,1.0,46,73.17,1
CUST0691,1004817.07,520222.58,Business,768.5,0.0,41,90.64,1
CUST0692,261519.76,54531.37,Car,658.53,1.0,41,43.23,0
CUST0693,594652.36,547873.99,Car,793.91,2.0,35,40.25,0
CUST0694,654416.17,603896.34,Business,641.82,0.0,53,36.75,0
CUST0695,584123.41,463836.7,Other,781.64,0.0,64,53.66,0
CUST0696,522694.57,584309.3,Car,692.18,0.0,35,95.55,1
CUST0697,450266.26,282347.85,Business,632.91,0.0,47,24.36,1
CUST0698,984338.45,363136.62,Other,781.86,3.0,40,50.21,0
CUST0699,1126278.58,972565.96,Business,611.58,2.0,46,49.14,0
CUST0700,621281.25,266852.9,Home,638.26,1.0,34,18.26,0
CUST0701,355605.42,324995.57,Home,721.84,3.0,37,28.87,1
CUST0702,1743490.64,575048.11,Car,695.25,1.0,52,31.99,0
CUST0703,,300451.77,Education,707.81,2.0,38,65.94,1
CUST0704,291281.49,112790.49,Home,666.06,2.0,52,71.96,0
CUST0705,214869.38,112356.73,Car,612.04,2.0,41,17.62,0
CUST0706,686544.4,162586.1,Business,647.6,2.0,34,61.95,1
CUST0707,576741.03,130521.57,Car,775.83,0.0,51,58.07,0
CUST0708,1145960.6,412293.97,Car,603.1,0.0,46,60.09,0
CUST0709,909658.15,943033.58,Education,796.89,0.0,41,48.57,0
CUST0710,762485.15,381341.73,Education,710.53,0.0,53,72.38,1
CUST0711,559878.84,219075.59,Business,651.21,0.0,44,80.84,1
CUST0712,1196863.74,359151.5,Home,559.87,1.0,38,19.88,1
CUST0713,1815355.89,1683956.54,Business,568.41,0.0,46,43.92,1
CUST0714,1132192.08,176317.31,Education,666.87,0.0,42,39.62,0
CUST0715,503724.74,196624.97,Home,658.99,0.0,41,33.79,0
CUST0716,999078.56,497043.41,Business,697.65,1.0,40,35.85,0
CUST0717,521038.02,384465.72,Car,801.74,1.0,43,49.41,0
CUST0718,353960.51,333082.61,Car,724.94,2.0,62,23.53,1
CUST0719,396430.55,283605.52,Car,681.64,0.0,52,62.93,0
CUST0720,533774.91,670353.05,Car,769.09,0.0,45,37.42,0
CUST0721,688248.65,821307.75,Car,699.79,0.0,44,69.69,0
CUST0722,2018867.51,1100485.67,Business,793.98,0.0,41,33.01,1
CUST0723,400231.51,472403.4,Home,646.31,1.0,51,32.12,0
CUST0724,1345998.01,1358506.32,Other,615.39,1.0,36,28.05,1
CUST0725,545923.91,750805.27,Education,559.98,2.0,37,33.1,0
CUST0726,214425.13,92485.7,Home,683.15,1.0,44,30.14,1
CUST0727,492169.45,520820.77,Home,609.75,2.0,31,55.93,0
CUST0728,1241599.45,651502.23,Education,608.83,1.0,49,75.96,0
CUST0729,785672.94,954842.3,Education,757.23,2.0,34,54.63,1
CUST0730,811935.19,273241.65,Home,578.06,0.0,43,43.29,0
CUST0731,1349716.12,537347.8,Home,696.73,0.0,29,57.4,1
CUST0732,367597.06,200256.85,Business,684.59,2.0,39,44.19,0
CUST0733,364493.83,82142.59,Home,695.99,2.0,41,45.65,0
CUST0734,187152.09,144386.41,Business,779.97,0.0,42,38.6,0
CUST0735,1052967.35,249565.81,Education,636.33,1.0,51,68.37,0
CUST0736,885664.93,344160.29,Car,780.02,0.0,44,12.47,1
CUST0737,967924.36,1070830.65,Car,575.59,2.0,43,15.49,0
CUST0738,339107.17,307867.32,Home,732.3,1.0,40,75.21,0
CUST0739,268979.57,233888.12,Business,785.96,1.0,48,40.79,0
CUST0740,314562.35,150531.3,Home,426.49,0.0,51,71.18,0
CUST0741,391332.51,101227.28,Car,687.7,1.0,44,33.2,0
CUST0742,1527900.37,1434562.58,Education,682.41,0.0,38,103.94,1
CUST0743,1126692.99,1103415.89,Home,694.67,1.0,56,42.03,0
CUST0744,505198.29,403512.19,Car,801.25,2.0,53,56.34,1
CUST0745,766290.21,897482.59,Business,640.36,0.0,39,35.98,1
CUST0746,447587.98,552976.03,Car,613.01,1.0,39,28.73,0
CUST0747,794192.78,1026252.55,Other,695.14,2.0,33,18.84,0
CUST0748,347588.64,205756.37,Business,763.08,2.0,51,66.65,0
CUST0749,982019.0,340277.37,Car,726.31,3.0,36,54.84,1
CUST0750,407334.84,362169.3,Car,692.23,1.0,41,47.16,0
CUST0751,1012548.43,925417.89,Car,675.1,0.0,47,25.47,0
CUST0752,513828.61,46824.39,Education,559.55,1.0,44,91.32,0
CUST0753,420914.86,431432.54,Car,728.08,0.0,37,47.45,0
CUST0754,1578326.77,266631.49,Other,735.85,1.0,41,63.95,0
CUST0755,716438.75,415337.09,Education,645.0,0.0,41,44.93,0
CUST0756,544448.09,266012.72,Car,659.79,0.0,46,26.1,0
CUST0757,986309.73,833050.24,Education,621.87,1.0,44,73.91,0
CUST0758,311057.34,43044.51,Car,746.43,0.0,56,56.38,0
CUST0759,1194815.83,1221178.09,Business,666.22,0.0,40,41.1,1
CUST0760,602012.24,529524.97,Education,680.3,0.0,51,55.9,0
CUST0761,904521.08,865365.75,Home,730.9,0.0,40,67.72,0
CUST0762,277450.34,262584.04,Home,711.25,0.0,46,62.6,0
CUST0763,526703.67,398235.58,Business,726.61,1.0,39,19.13,1
CUST0764,651639.46,810096.16,Education,701.36,0.0,58,21.36,0
CUST0765,1145546.31,323233.93,Other,702.81,2.0,33,64.92,0
CUST0766,945012.78,531207.79,Home,702.2,0.0,50,31.77,0
CUST0767,523800.03,228943.66,Car,719.44,3.0,56,26.64,0
CUST0768,774210.37,256031.05,Home,722.6,2.0,41,54.2,0
CUST0769,1297358.26,1332183.7,Education,610.39,0.0,51,26.24,1
CUST0770,582295.88,178415.53,Car,651.18,1.0,41,35.41,0
CUST0771,548450.28,283884.31,Home,676.78,0.0,53,68.91,0
CUST0772,229897.79,125299.26,Education,719.37,1.0,38,21.11,0
CUST0773,557511.19,478058.47,Education,793.83,0.0,40,22.7,0
CUST0774,249679.35,180147.16,Home,637.14,2.0,47,20.11,0
CUST0775,610384.01,530699.82,Car,747.11,0.0,55,29.26,0
CUST0776,1119286.48,210682.1,Business,653.02,0.0,38,46.9,0
CUST0777,202587.25,190065.04,Home,779.08,0.0,48,33.03,0
CUST0778,1281500.86,876994.36,Car,,1.0,55,95.42,0
CUST0779,542045.34,518827.78,Car,576.38,1.0,34,56.5,1
CUST0780,640360.75,330481.83,Business,668.79,3.0,37,44.58,0
CUST0781,493065.23,600450.46,Business,537.23,3.0,45,84.81,1
CUST0782,253329.77,75568.77,Car,580.16,0.0,45,23.13,1
CUST0783,422558.68,425126.1,Car,584.21,0.0,52,69.4,1
CUST0784,2060178.48,415510.78,Business,730.56,0.0,42,39.99,0
CUST0785,355721.22,298908.33,Other,718.4,2.0,42,35.84,0
CUST0786,271313.25,188471.91,Education,742.08,0.0,51,61.08,0
CUST0787,702526.01,180457.85,Other,729.51,0.0,50,36.61,0
